chrom	exonCount	exonStarts	exonEnds	name2
chr1	8	"154155303,154170399,154170648,154171412,154172907,154173083,154176114,154182987,"	"154159048,154170469,154170711,154171488,154172978,154173201,154176248,154183249,"	TPM3
chr1	8	"154155303,154170399,154170648,154171412,154172907,154173083,154176114,154182987,"	"154157721,154170469,154170711,154171488,154172978,154173201,154176248,154183249,"	TPM3
chr1	7	"154155303,154170399,154170648,154172028,154172907,154173083,154182987,"	"154157721,154170469,154170711,154172104,154172978,154173201,154183249,"	TPM3
chr1	10	"154161812,154169304,154170399,154170648,154171412,154172907,154173083,154176114,154191185,154191901,"	"154167940,154169383,154170469,154170711,154171488,154172978,154173201,154176248,154191311,154192135,"	TPM3
chr1	4	"154187257,154191185,154191628,154191901,"	"154187442,154191311,154191733,154192067,"	TPM3
chr1	17	"156815749,156842080,156864353,156864727,156866909,156868103,156868504,156871622,156873632,156874570,156874905,156875519,156876079,156876399,156879121,156879998,156881456,"	"156815838,156842193,156864428,156864799,156866978,156868249,156868647,156871755,156873959,156874626,156875008,156875666,156876210,156876572,156879362,156880157,156881850,"	NTRK1
chr1	16	"156860878,156864353,156864727,156866909,156868103,156868504,156871622,156873632,156874570,156874905,156875519,156876079,156876399,156879121,156879998,156881456,"	"156861146,156864428,156864799,156866978,156868249,156868647,156871755,156873959,156874626,156875008,156875666,156876210,156876572,156879362,156880157,156881850,"	NTRK1
chr1	17	"156860878,156864353,156864727,156866909,156868103,156868504,156871622,156873632,156874382,156874570,156874905,156875519,156876079,156876399,156879121,156879998,156881456,"	"156861146,156864428,156864799,156866978,156868249,156868647,156871755,156873959,156874400,156874626,156875008,156875666,156876210,156876572,156879362,156880157,156881850,"	NTRK1
chr1	12	"179099326,179110281,179112308,179114877,179117331,179118586,179120189,179121594,179126376,179131310,179133311,179142932,"	"179109441,179110455,179112398,179115030,179117516,179118764,179120274,179121867,179126672,179131481,179133374,179143089,"	ABL2
chr1	13	"179099326,179109207,179110281,179112308,179114877,179117331,179118586,179120189,179121594,179126376,179131310,179133311,179142932,"	"179108898,179109441,179110455,179112398,179115030,179117516,179118764,179120274,179121867,179126672,179131481,179133374,179143089,"	ABL2
chr1	12	"179099326,179109207,179110281,179112308,179114877,179117331,179118586,179120189,179121594,179126376,179131310,179142932,"	"179108898,179109441,179110455,179112398,179115030,179117516,179118764,179120274,179121867,179126672,179131481,179143089,"	ABL2
chr1	51	"186311651,186314628,186317481,186318446,186318732,186320311,186322317,186322517,186323685,186325763,186326103,186327459,186331497,186332194,186333121,186334324,186335067,186335337,186336495,186337012,186338032,186339641,186341027,186341251,186343325,186343905,186344374,186345579,186346134,186347291,186350222,186351329,186351975,186353687,186355409,186355634,186356285,186357396,186358542,186359798,186360272,186360764,186361621,186361788,186362287,186362836,186363341,186367885,186370969,186373358,186374877,"	"186314026,186314724,186317600,186318603,186318828,186320418,186322412,186322586,186323870,186325854,186326235,186327660,186331581,186332343,186333394,186334533,186335129,186335543,186336694,186337156,186338243,186339772,186341159,186341389,186343473,186344090,186344578,186345696,186346287,186347458,186350388,186351470,186352110,186353850,186355558,186355768,186356449,186357623,186358650,186359996,186360364,186360905,186361709,186361869,186362380,186363001,186363445,186367982,186371043,186373463,186375325,"	TPR
chr1	10	"186671811,186675248,186675897,186676466,186676832,186677648,186678260,186679057,186679321,186680238,"	"186674762,186675396,186676184,186676713,186676916,186677830,186678404,186679201,186679438,186680427,"	PTGS2
chr1	2	"203305535,203307103,"	"203305748,203309602,"	BTG2
chr1	3	"204516378,204525483,204549265,"	"204516509,204525596,204558120,"	MDM4
chr1	8	"204516378,204525483,204537458,204538208,204542783,204544534,204546796,204549112,"	"204516509,204525596,204537497,204538308,204542944,204544684,204546877,204558120,"	MDM4
chr1	5	"204516378,204525483,204526359,204546796,204549112,"	"204516509,204525596,204526434,204546877,204558120,"	MDM4
chr1	7	"204516378,204525483,204526359,204530683,204532190,204546796,204549112,"	"204516509,204525596,204526434,204530817,204532246,204546877,204558120,"	MDM4
chr1	10	"204516378,204525483,204526359,204530683,204532190,204538208,204542783,204544534,204546796,204549112,"	"204516509,204525596,204526434,204530817,204532246,204538308,204542944,204544684,204546877,204558120,"	MDM4
chr1	10	"204516378,204525483,204526359,204530683,204532190,204537429,204538208,204542783,204546796,204549112,"	"204516509,204525596,204526434,204530817,204532246,204537497,204538308,204542944,204546877,204558120,"	MDM4
chr1	11	"204516378,204525483,204526359,204530683,204532190,204537429,204538208,204542783,204544534,204546796,204549112,"	"204516509,204525596,204526434,204530817,204532246,204537497,204538308,204542944,204544684,204546877,204558120,"	MDM4
chr1	21	"206470242,206471155,206474330,206474864,206476180,206476677,206477748,206478159,206478942,206479869,206480021,206480446,206484996,206485193,206487913,206490818,206491647,206493022,206493265,206493919,206496111,"	"206470698,206471245,206474471,206474994,206476362,206476838,206477859,206478339,206479133,206479934,206480113,206480533,206485072,206485306,206487990,206490858,206491749,206493119,206493378,206493991,206496890,"	IKBKE
chr1	21	"206470242,206471155,206473195,206474330,206474864,206476180,206476677,206477748,206478159,206478942,206479869,206480021,206480446,206484996,206485193,206487913,206490818,206491647,206493022,206493919,206496111,"	"206470698,206471245,206473314,206474471,206474994,206476362,206476838,206477859,206478339,206479133,206479934,206480113,206480533,206485072,206485306,206487990,206490858,206491749,206493119,206493991,206496890,"	IKBKE
chr1	22	"206470242,206471155,206473195,206474330,206474864,206476180,206476677,206477748,206478159,206478942,206479869,206480021,206480446,206484996,206485193,206487913,206490818,206491647,206493022,206493265,206493919,206496111,"	"206470698,206471245,206473314,206474471,206474994,206476362,206476838,206477859,206478339,206479133,206479934,206480113,206480533,206485072,206485306,206487990,206490858,206491749,206493119,206493378,206493991,206496890,"	IKBKE
chr1	10	"241497556,241500436,241502442,241504041,241506002,241508602,241511966,241513602,241517181,241519590,"	"241497970,241500590,241502570,241504245,241506168,241508785,241512143,241513713,241517316,241519785,"	FH
chr2	29	"29192773,29196769,29197541,29207170,29209785,29213983,29220705,29222343,29222516,29223341,29225460,29226921,29227573,29228883,29232303,29233564,29239679,29251104,29275098,29275401,29296887,29318303,29320750,29328349,29383731,29531914,29694849,29717577,29919992,"	"29193922,29196860,29197676,29207272,29209878,29214081,29220835,29222408,29222607,29223528,29225565,29227074,29227672,29229066,29232448,29233696,29239830,29251267,29275227,29275496,29297057,29318404,29320882,29328481,29383859,29532116,29695014,29717697,29921611,"	ALK
chr2	17	"79512933,79651551,79744386,79858012,79869815,79874075,79909593,80393210,80419448,80544981,80545906,80555692,80574162,80581705,80589303,80604073,80647584,"	"79513207,79651658,79744582,79858179,79869935,79874342,79909797,80393291,80419601,80545074,80546063,80555893,80574314,80581819,80589485,80604179,80648868,"	CTNNA2
chr2	18	"79512933,79651551,79744386,79858012,79869815,79874075,79909593,80393210,80419448,80544981,80545906,80555692,80574162,80581705,80589303,80604073,80608183,80647584,"	"79513207,79651658,79744582,79858179,79869935,79874342,79909797,80393291,80419601,80545074,80546063,80555893,80574314,80581819,80589485,80604179,80608318,80648868,"	CTNNA2
chr2	19	"79512933,79651551,79744386,79858012,79869815,79874075,79909593,80393210,80419448,80544981,80545906,80555692,80574162,80581705,80589303,80604073,80608183,80619084,80647584,"	"79513207,79651658,79744582,79858179,79869935,79874342,79909797,80393291,80419601,80545074,80546063,80555893,80574314,80581819,80589485,80604179,80608318,80619228,80648868,"	CTNNA2
chr2	18	"79523182,79651551,79744386,79858012,79869815,79874075,79909593,80393210,80419448,80544981,80545906,80555692,80574162,80581705,80589303,80604073,80608183,80647584,"	"79523309,79651658,79744582,79858179,79869935,79874342,79909797,80393291,80419601,80545074,80546063,80555893,80574314,80581819,80589485,80604179,80608318,80648868,"	CTNNA2
chr2	3	"111120913,111123732,111164132,"	"111121188,111123869,111168445,"	BCL2L11
chr2	4	"111120913,111123732,111150043,111164132,"	"111121188,111123869,111150147,111168445,"	BCL2L11
chr2	5	"111120913,111123732,111150043,111161418,111164132,"	"111121188,111123869,111150147,111161550,111168445,"	BCL2L11
chr2	5	"111120913,111123732,111150043,111153779,111164132,"	"111121188,111123869,111150147,111153904,111168445,"	BCL2L11
chr2	6	"111120913,111123732,111150043,111151821,111153779,111164132,"	"111121188,111123869,111150147,111151893,111153904,111168445,"	BCL2L11
chr2	5	"111120913,111123732,111130131,111150043,111164132,"	"111121188,111123869,111130247,111150147,111168445,"	BCL2L11
chr2	4	"111120913,111123732,111124049,111164132,"	"111121188,111123869,111124139,111168445,"	BCL2L11
chr2	5	"111120913,111123732,111124049,111153779,111164132,"	"111121188,111123869,111124139,111153904,111168445,"	BCL2L11
chr2	5	"111120913,111123732,111124049,111150043,111164132,"	"111121188,111123869,111124139,111150147,111168445,"	BCL2L11
chr2	6	"111120913,111123732,111124049,111150043,111153779,111164132,"	"111121188,111123869,111124139,111150147,111153904,111168445,"	BCL2L11
chr2	3	"111120913,111123732,111164132,"	"111121188,111124139,111168445,"	BCL2L11
chr2	4	"111120913,111123732,111153779,111164132,"	"111121188,111124139,111153904,111168445,"	BCL2L11
chr2	4	"111120913,111123732,111150043,111164132,"	"111121188,111124139,111150147,111168445,"	BCL2L11
chr2	5	"111120913,111123732,111150043,111161418,111164132,"	"111121188,111124139,111150147,111161550,111168445,"	BCL2L11
chr2	5	"111120913,111123732,111150043,111153779,111164132,"	"111121188,111124139,111150147,111153904,111168445,"	BCL2L11
chr2	5	"111120913,111123732,111144487,111150043,111164132,"	"111121188,111124139,111144520,111150147,111168445,"	BCL2L11
chr2	12	"113215996,113220091,113227154,113235393,113236600,113241550,113242007,113242689,113244426,113246753,113278369,113278830,"	"113218609,113220178,113227256,113235582,113236721,113241726,113242130,113242778,113244624,113246919,113278469,113278921,"	PAX8
chr2	12	"113215996,113220091,113227154,113235393,113236600,113241550,113242007,113242689,113244426,113246753,113278369,113278830,"	"113218609,113220178,113227256,113235503,113236721,113241726,113242130,113242778,113244624,113246919,113278469,113278921,"	PAX8
chr2	10	"113215996,113220091,113227154,113241550,113242007,113242689,113244426,113246753,113278369,113278830,"	"113218609,113220178,113227256,113241726,113242130,113242778,113244624,113246919,113278469,113278921,"	PAX8
chr2	9	"113215996,113220091,113241550,113242007,113242689,113244426,113246753,113278369,113278830,"	"113218609,113220178,113241726,113242130,113242778,113244624,113246919,113278469,113278921,"	PAX8
chr2	11	"147844516,147896363,147899457,147899743,147915190,147917282,147918446,147920229,147922972,147926030,147927079,"	"147844706,147896508,147899567,147899898,147915334,147917426,147918592,147920344,147923111,147926161,147930827,"	ACVR2A
chr2	12	"147844516,147845073,147896300,147899457,147899743,147915190,147917282,147918446,147920229,147922972,147926030,147927079,"	"147844706,147845207,147896508,147899567,147899898,147915334,147917426,147918592,147920344,147923111,147926161,147930827,"	ACVR2A
chr2	11	"147844994,147896300,147899457,147899743,147915190,147917282,147918446,147920229,147922972,147926030,147927079,"	"147845207,147896508,147899567,147899898,147915334,147917426,147918592,147920344,147923111,147926161,147930827,"	ACVR2A
chr2	5	"189784084,189791789,189795768,189805651,189806422,"	"189784593,189791941,189795951,189805754,189806846,"	PMS1
chr2	4	"189784084,189791789,189795768,189805651,"	"189784593,189791941,189795951,189807049,"	PMS1
chr2	13	"189784084,189785345,189791789,189795768,189805651,189818016,189852654,189853938,189854238,189863742,189867798,189873495,189877271,"	"189784564,189785471,189791941,189795951,189805754,189818180,189852777,189854082,189855128,189863974,189867929,189873656,189877629,"	PMS1
chr2	14	"189784084,189785345,189791789,189795768,189805651,189818016,189843963,189852654,189853938,189854238,189863742,189867798,189873495,189877271,"	"189784564,189785471,189791941,189795951,189805754,189818180,189844080,189852777,189854082,189855128,189864228,189867929,189873656,189877629,"	PMS1
chr2	11	"189784084,189791789,189818016,189843963,189852654,189853938,189854238,189863742,189867798,189873495,189877271,"	"189784593,189791941,189818180,189844080,189852777,189854082,189855128,189864228,189867929,189873656,189877629,"	PMS1
chr2	12	"189784084,189791789,189805651,189818016,189843963,189852654,189853938,189854238,189863742,189867798,189873495,189877271,"	"189784593,189791941,189805754,189818180,189844080,189852777,189854082,189855128,189864228,189867929,189873656,189877629,"	PMS1
chr2	12	"189784084,189791789,189795768,189818016,189843963,189852654,189853938,189854238,189863742,189867798,189873495,189877271,"	"189784593,189791941,189795951,189818180,189844080,189852777,189854082,189855128,189864228,189867929,189873656,189877629,"	PMS1
chr2	11	"189784084,189791789,189795768,189805651,189818016,189852654,189853938,189854238,189867798,189873495,189877271,"	"189784593,189791941,189795951,189805754,189818180,189852777,189854082,189855128,189867929,189873656,189877629,"	PMS1
chr2	12	"189784084,189791789,189795768,189805651,189818016,189852654,189853938,189854238,189863742,189867798,189873495,189877271,"	"189784593,189791941,189795951,189805754,189818180,189852777,189854082,189855128,189864228,189867929,189873656,189877629,"	PMS1
chr2	12	"189784084,189791789,189795768,189805651,189818016,189843963,189852654,189853938,189854238,189867798,189873495,189877271,"	"189784593,189791941,189795951,189805754,189818180,189844080,189852777,189854082,189855128,189867929,189873656,189877629,"	PMS1
chr2	13	"189784084,189791789,189795768,189805651,189818016,189843963,189852654,189853938,189854238,189863742,189867798,189873495,189877271,"	"189784593,189791941,189795951,189805754,189818180,189844080,189852777,189854082,189855128,189864228,189867929,189873656,189877629,"	PMS1
